STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
08BB002,SLOKO RIVER NEAR ATLIN,BC,2,DISCONTINUED,NA,59.105560302734375,-133.66111755371094,427,NA,FALSE,FALSE,NA,NA,10
08BB003,SLOKO LAKE NEAR ATLIN,BC,2,DISCONTINUED,NA,59.11111068725586,-133.6638946533203,NA,NA,FALSE,FALSE,NA,NA,10
08BB004,NAKONAKE RIVER (WEST FORK) NEAR ATLIN,BC,2,DISCONTINUED,NA,59.00138854980469,-133.459716796875,194,NA,FALSE,FALSE,NA,NA,10
08CA001,SPATSIZI RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,57.67028045654297,-128.10333251953125,3400,NA,FALSE,FALSE,75,647,10
08CA002,STIKINE RIVER BELOW SPATSIZI RIVER,BC,2,DISCONTINUED,NA,57.73305892944336,-128.10833740234375,7690,NA,FALSE,FALSE,NA,647,10
08CA003,PITMAN RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,57.98194122314453,-128.429443359375,2730,NA,FALSE,FALSE,NA,647,10
08CB001,STIKINE RIVER ABOVE GRAND CANYON,BC,2,DISCONTINUED,DISCONTINUED,58.04389190673828,-129.94583129882812,18800,NA,FALSE,FALSE,NA,647,10
08CB002,TANZILLA RIVER NEAR TELEGRAPH CREEK,BC,2,DISCONTINUED,NA,58.29360961914063,-130.51222229003906,1600,NA,FALSE,FALSE,NA,NA,10
08CC001,KLAPPAN RIVER NEAR TELEGRAPH CREEK,BC,2,DISCONTINUED,DISCONTINUED,57.900001525878906,-129.70388793945312,3550,NA,FALSE,FALSE,NA,647,10
08CC002,UNNAMED CREEK AT SITE NO. 10,BC,2,DISCONTINUED,NA,57.21722030639648,-129.10777282714844,29.200000762939453,NA,FALSE,FALSE,55,647,10
08CC003,KLAPPAN RIVER AT HEADWATERS PLATEAU,BC,2,DISCONTINUED,NA,57.25,-129.05332946777344,16.600000381469727,NA,FALSE,FALSE,55,647,10
08CD001,TUYA RIVER NEAR TELEGRAPH CREEK,BC,2,ACTIVE,DISCONTINUED,58.07225036621094,-130.82644653320312,3550,NA,TRUE,TRUE,647,647,10
08CE001,STIKINE RIVER AT TELEGRAPH CREEK,BC,2,ACTIVE,DISCONTINUED,57.9002685546875,-131.1597137451172,29000,NA,FALSE,TRUE,647,647,10
08CE004,CHUTINE RIVER BELOW BARRINGTON RIVER,BC,2,DISCONTINUED,NA,57.695831298828125,-131.7111053466797,NA,NA,FALSE,FALSE,NA,647,10
08CF001,STIKINE RIVER ABOVE BUTTERFLY CREEK,BC,2,DISCONTINUED,DISCONTINUED,57.48611068725586,-131.75,36000,NA,FALSE,FALSE,NA,647,10
08CF002,STIKINE RIVER ABOVE CHOQUETTE RIVER,BC,2,DISCONTINUED,DISCONTINUED,56.83000183105469,-131.7658233642578,NA,NA,FALSE,FALSE,NA,NA,10
08CG001,ISKUT RIVER BELOW JOHNSON RIVER,BC,2,ACTIVE,DISCONTINUED,56.73443984985352,-131.6689910888672,9500,NA,TRUE,TRUE,647,647,10
08CG002,KINASKAN LAKE NEAR TELEGRAPH CREEK,BC,2,DISCONTINUED,NA,57.53556060791016,-130.2102813720703,NA,NA,FALSE,FALSE,NA,NA,10
08CG003,ISKUT RIVER AT OUTLET OF KINASKAN LAKE,BC,2,DISCONTINUED,NA,57.53055953979492,-130.17916870117188,1250,NA,FALSE,FALSE,75,647,10
08CG004,ISKUT RIVER ABOVE SNIPPAKER CREEK,BC,2,DISCONTINUED,DISCONTINUED,56.6986083984375,-130.87306213378906,7230,NA,FALSE,FALSE,NA,647,10
08CG005,MORE CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,DISCONTINUED,57.040828704833984,-130.40138244628906,844,NA,FALSE,FALSE,NA,647,10
08CG006,FORREST KERR CREEK ABOVE 460 M CONTOUR,BC,2,DISCONTINUED,DISCONTINUED,56.91556167602539,-130.7208251953125,311,NA,FALSE,FALSE,NA,647,10
08CG007,ISKUT RIVER ABOVE FORREST KERR CREEK,BC,2,DISCONTINUED,NA,56.74166870117188,-130.6138916015625,6290,NA,FALSE,FALSE,NA,NA,10
08DA003,MEZIADIN RIVER AT OUTLET OF MEZIADIN LAKE,BC,2,DISCONTINUED,NA,56.04167175292969,-129.1972198486328,521,NA,FALSE,FALSE,NA,NA,10
08DA005,SURPRISE CREEK NEAR THE MOUTH,BC,2,ACTIVE,NA,56.10934066772461,-129.47740173339844,218,NA,TRUE,TRUE,647,647,10
08DA006,BOWSER RIVER AT BERENDON GLACIER,BC,2,DISCONTINUED,DISCONTINUED,56.25556182861328,-130.06527709960938,NA,NA,FALSE,FALSE,NA,NA,10
08DA007,SPILL CREEK AT OUTLET OF SUMMIT LAKE,BC,2,DISCONTINUED,NA,56.23833084106445,-130.07333374023438,120,NA,FALSE,FALSE,NA,NA,10
08DA008,BOWSER RIVER BELOW BETTY CREEK,BC,2,DISCONTINUED,NA,56.26778030395508,-130.0588836669922,NA,NA,FALSE,FALSE,NA,NA,10
08DA009,CRAVEN CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,56.96805953979492,-129.46583557128906,118,NA,FALSE,FALSE,55,647,10
08DA010,BELL-IRVING RIVER BELOW BOWSER RIVER,BC,2,DISCONTINUED,NA,56.27917098999024,-129.14443969726562,5160,NA,FALSE,FALSE,647,647,10
08DA011,CRASH CREEK NEAR STEWART,BC,2,DISCONTINUED,NA,56.29444122314453,-129.24166870117188,NA,NA,FALSE,FALSE,55,647,10
08DA012,KELLY CREEK NEAR STEWART,BC,2,ACTIVE,NA,56.292518615722656,-129.22950744628906,8.640000343322754,NA,FALSE,TRUE,55,647,10
08DB001,NASS RIVER ABOVE SHUMAL CREEK,BC,2,ACTIVE,NA,55.26224899291992,-129.0850372314453,18400,NA,FALSE,TRUE,647,647,10
08DB002,UNION CREEK NEAR PORT SIMPSON,BC,2,DISCONTINUED,NA,54.66249847412109,-130.2624969482422,60.29999923706055,NA,FALSE,FALSE,NA,NA,NA
08DB003,FIVE HUNDRED CREEK NEAR KINCOLITH,BC,2,DISCONTINUED,NA,54.998329162597656,-129.9600067138672,NA,NA,FALSE,FALSE,NA,NA,NA
08DB004,SAWMILL CREEK NEAR KINCOLITH,BC,2,DISCONTINUED,NA,54.998329162597656,-129.9633331298828,NA,NA,FALSE,FALSE,NA,NA,10
08DB008,NASS RIVER AT DAMSITE,BC,2,DISCONTINUED,NA,55.40417098999024,-129.00833129882812,17300,NA,FALSE,FALSE,NA,NA,NA
08DB009,LIME CREEK BELOW PATSY CREEK,BC,2,DISCONTINUED,NA,55.42778015136719,-129.4361114501953,26.899999618530277,NA,FALSE,FALSE,NA,NA,10
08DB010,LIME CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,55.45500183105469,-129.47999572753906,39.400001525878906,NA,FALSE,FALSE,NA,647,10
08DB011,KITSAULT RIVER ABOVE KLAYDUC CREEK,BC,2,DISCONTINUED,NA,55.56111145019531,-129.50306701660156,242,NA,FALSE,FALSE,647,647,10
08DB012,PATSY CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,55.41889190673828,-129.41583251953125,4.679999828338623,NA,FALSE,FALSE,NA,647,10
08DB013,ANSEDAGAN CREEK NEAR NEW AIYANSH,BC,2,ACTIVE,NA,55.129859924316406,-129.3549346923828,26,NA,FALSE,TRUE,55,647,10
08DB014,KSEDIN TRIBUTARY NO. 2 CREEK NEAR NEW AIYANSH,BC,2,DISCONTINUED,NA,55.01816940307617,-129.34446716308594,18,NA,FALSE,FALSE,55,647,10
08DC001,AMERICAN CREEK NEAR STEWART,BC,2,DISCONTINUED,NA,56.10667037963867,-129.8816680908203,166,NA,FALSE,FALSE,NA,NA,NA
08DC002,GEORGIE RIVER (WEST BRANCH) NEAR STEWART,BC,2,DISCONTINUED,NA,55.78166961669922,-130.0333251953125,NA,NA,FALSE,FALSE,NA,NA,10
08DC003,GEORGIE RIVER NEAR STEWART,BC,2,DISCONTINUED,NA,55.71332931518555,-130.0816650390625,NA,NA,FALSE,FALSE,NA,NA,10
08DC006,BEAR RIVER ABOVE BITTER CREEK,BC,2,DISCONTINUED,NA,56.042781829833984,-129.9250030517578,350,NA,FALSE,FALSE,55,647,10
08DD001,UNUK RIVER NEAR STEWART,BC,2,DISCONTINUED,NA,56.35139083862305,-130.69166564941406,1480,NA,FALSE,FALSE,647,647,10
08EB001,SKEENA RIVER AT HAZELTON,BC,2,DISCONTINUED,NA,55.25693893432617,-127.6755599975586,NA,NA,FALSE,FALSE,NA,NA,10
08EB003,SKEENA RIVER AT GLEN VOWELL,BC,2,ACTIVE,NA,55.30105972290039,-127.6725616455078,26000,NA,FALSE,TRUE,55,647,10
08EB004,KISPIOX RIVER NEAR HAZELTON,BC,2,ACTIVE,NA,55.4338493347168,-127.7161636352539,1880,NA,FALSE,TRUE,647,647,10
08EB005,SKEENA RIVER ABOVE BABINE RIVER,BC,2,ACTIVE,NA,55.717079162597656,-127.6867218017578,12400,NA,FALSE,TRUE,55,647,10
08EB006,COMPASS CREEK NEAR KISPIOX,BC,2,DISCONTINUED,NA,55.45832824707031,-127.85250091552734,19.100000381469727,NA,FALSE,FALSE,55,647,10
08EC001,BABINE RIVER AT BABINE,BC,2,ACTIVE,NA,55.32252883911133,-126.62982940673828,6350,NA,FALSE,TRUE,647,647,10
08EC002,FULTON RIVER AT THE MOUTH,BC,2,DISCONTINUED,NA,54.81388854980469,-126.17082977294922,1400,NA,FALSE,FALSE,280,280,10
08EC003,BABINE LAKE AT TOPLEY LANDING,BC,2,ACTIVE,NA,54.82231140136719,-126.15392303466795,NA,NA,FALSE,TRUE,647,647,10
08EC004,PINKUT CREEK NEAR TINTAGEL,BC,2,ACTIVE,NA,54.40544128417969,-125.42981719970705,808,NA,FALSE,TRUE,647,647,10
08EC005,FULTON RIVER AT FULTON LAKE NARROWS,BC,2,DISCONTINUED,NA,54.80693817138672,-126.3000030517578,1340,NA,FALSE,FALSE,75,75,10
08EC006,CHAPMAN LAKE NEAR SMITHERS,BC,2,DISCONTINUED,NA,54.92499923706055,-126.6750030517578,NA,NA,FALSE,FALSE,280,280,10
08EC007,FULTON LAKE NEAR SMITHERS,BC,2,DISCONTINUED,NA,54.80416870117188,-126.21111297607422,NA,NA,FALSE,FALSE,280,280,35
08EC008,MORRISON RIVER AT OUTLET OF MORRISON LAKE,BC,2,DISCONTINUED,NA,55.17221832275391,-126.3027801513672,414,NA,FALSE,FALSE,280,280,10
08EC009,FULTON RIVER AT OUTLET OF CHAPMAN LAKE,BC,2,DISCONTINUED,NA,54.900001525878906,-126.6500015258789,332,NA,FALSE,FALSE,280,280,10
08EC010,BABINE LAKE AT BABINE,BC,2,DISCONTINUED,NA,55.31666946411133,-126.625,NA,NA,FALSE,FALSE,NA,NA,10
08EC011,BABINE LAKE AT SMITHERS LANDING,BC,2,DISCONTINUED,NA,55.05278015136719,-126.4861068725586,NA,NA,FALSE,FALSE,NA,NA,10
08EC012,BABINE LAKE AT PENDLETON BAY,BC,2,DISCONTINUED,NA,54.49583053588867,-125.69306182861328,NA,NA,FALSE,FALSE,NA,NA,10
08EC013,BABINE RIVER AT OUTLET OF NILKITKWA LAKE,BC,2,ACTIVE,NA,55.42654037475586,-126.6976318359375,6760,NA,FALSE,TRUE,647,647,10
08EC014,TWAIN CREEK TRIBUTARY NEAR BABINE LAKE,BC,2,ACTIVE,NA,54.55947113037109,-125.91443634033205,NA,NA,FALSE,TRUE,55,647,10
08ED001,NANIKA RIVER AT OUTLET OF KIDPRICE LAKE,BC,2,ACTIVE,NA,53.93032836914063,-127.45169067382812,732,NA,TRUE,TRUE,647,647,10
08ED002,MORICE RIVER NEAR HOUSTON,BC,2,ACTIVE,NA,54.11682891845703,-127.42658233642578,1900,NA,FALSE,TRUE,647,647,10
08ED003,MORICE RIVER AT THE MOUTH,BC,2,DISCONTINUED,NA,54.38222122192383,-126.73999786376952,4270,NA,FALSE,FALSE,NA,NA,NA
08ED004,THAUTIL CORNER CREEK NEAR MORICE LAKE,BC,2,ACTIVE,NA,54.25582885742188,-127.34971618652344,4.21999979019165,NA,FALSE,TRUE,55,647,10
08EE001,BULKLEY RIVER NEAR HAZELTON,BC,2,DISCONTINUED,NA,55.258888244628906,-127.602783203125,12300,NA,FALSE,FALSE,NA,NA,10
08EE002,BULKLEY RIVER NEAR HUBERT,BC,2,DISCONTINUED,NA,54.64860916137695,-126.9736099243164,7490,NA,FALSE,FALSE,NA,NA,NA
08EE003,BULKLEY RIVER NEAR HOUSTON,BC,2,ACTIVE,NA,54.39937973022461,-126.71941375732422,2370,NA,FALSE,TRUE,906,647,10
08EE004,BULKLEY RIVER AT QUICK,BC,2,ACTIVE,DISCONTINUED,54.61861038208008,-126.89997100830078,7340,NA,FALSE,TRUE,647,647,10
08EE005,BULKLEY RIVER NEAR SMITHERS,BC,2,ACTIVE,NA,54.769718170166016,-127.13333129882812,8940,NA,FALSE,TRUE,55,647,10
08EE006,JOHN BROWN CREEK NEAR SMITHERS,BC,2,DISCONTINUED,NA,55.01028060913086,-127.33277893066406,79,NA,FALSE,FALSE,NA,NA,NA
08EE007,HOSPITAL SPRING NEAR HAZELTON,BC,2,DISCONTINUED,NA,55.25444030761719,-127.65110778808594,NA,NA,FALSE,FALSE,NA,NA,NA
08EE008,GOATHORN CREEK NEAR TELKWA,BC,2,ACTIVE,NA,54.64860916137695,-127.12332916259766,125,NA,FALSE,TRUE,647,647,10
08EE009,RICHFIELD CREEK NEAR TOPLEY,BC,2,DISCONTINUED,NA,54.51639175415039,-126.33444213867188,173,NA,FALSE,FALSE,NA,NA,10
08EE010,KATHLYN CREEK ABOVE SIMPSON CREEK,BC,2,DISCONTINUED,NA,54.8125,-127.2013931274414,24.600000381469727,NA,FALSE,FALSE,NA,NA,10
08EE011,KATHLYN LAKE NEAR SMITHERS,BC,2,DISCONTINUED,NA,54.817501068115234,-127.1986083984375,NA,NA,FALSE,FALSE,NA,NA,10
08EE012,SIMPSON CREEK AT THE MOUTH,BC,2,ACTIVE,NA,54.809940338134766,-127.20416259765624,13.199999809265137,NA,FALSE,TRUE,647,647,10
08EE013,BUCK CREEK AT THE MOUTH,BC,2,ACTIVE,NA,54.39608001708984,-126.65023803710938,565,NA,FALSE,TRUE,647,647,10
08EE014,CANYON CREEK NEAR SMITHERS,BC,2,DISCONTINUED,NA,54.7983283996582,-127.11138916015624,256,NA,FALSE,FALSE,55,647,10
08EE015,FOXY CREEK ABOVE LU CREEK,BC,2,DISCONTINUED,NA,54.2127799987793,-126.25833129882812,16.100000381469727,NA,FALSE,FALSE,NA,NA,10
08EE016,LU CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,54.20806121826172,-126.26471710205078,7.25,NA,FALSE,FALSE,NA,NA,10
08EE017,WATERFALL CREEK AT NEW HAZELTON,BC,2,DISCONTINUED,NA,55.24583053588867,-127.59056091308594,NA,NA,FALSE,FALSE,NA,NA,10
08EE018,MAXAN CREEK ABOVE BULKLEY LAKE,BC,2,DISCONTINUED,NA,54.35694122314453,-126.16999816894533,368,NA,FALSE,FALSE,NA,NA,10
08EE019,MAXAN CREEK AT OUTLET OF MAXAN LAKE,BC,2,DISCONTINUED,NA,54.31943893432617,-126.11638641357422,246,NA,FALSE,FALSE,NA,NA,10
08EE020,TELKWA RIVER BELOW TSAI CREEK,BC,2,ACTIVE,NA,54.60694122314453,-127.49694061279295,367,NA,FALSE,TRUE,647,647,10
08EE021,CYGNET CREEK AT ADAMS ROAD,BC,2,DISCONTINUED,NA,54.848331451416016,-127.07611083984376,10.399999618530272,NA,FALSE,FALSE,NA,NA,10
08EE022,DEEP CREEK BELOW GIBSON CREEK,BC,2,DISCONTINUED,NA,54.59222030639648,-126.83416748046876,89.9000015258789,NA,FALSE,FALSE,NA,NA,10
08EE023,MCKINNON CREEK ABOVE DIVERSIONS,BC,2,DISCONTINUED,NA,54.79972076416016,-127.22193908691406,NA,NA,FALSE,FALSE,NA,NA,10
08EE024,CYGNET CREEK ABOVE DIVERSIONS,BC,2,DISCONTINUED,NA,54.85139083862305,-127.0727767944336,6.730000019073486,NA,FALSE,FALSE,NA,NA,10
08EE025,TWO MILE CREEK IN DISTRICT LOT 4834,BC,2,ACTIVE,NA,55.29610824584961,-127.6207504272461,21.200000762939453,NA,FALSE,FALSE,55,647,10
08EE026,TYHEE LAKE NEAR TELKWA,BC,2,DISCONTINUED,NA,54.72249984741211,-127.0513916015625,NA,NA,FALSE,FALSE,NA,NA,10
